,0,1,2,3,4
2829,pakistanis,pakistanis being,in pakistanis,group bjp,bjp wa
2830,bjp claim,0,0,0,0
2831,modi surrenders,imran,not imran,imran to,advise imran
2832,mandawali area,of mandawali,mandawali,0,0
2833,0,0,0,0,0
2834,modi govt,indiaâ stock,modi,0,0
2835,0,0,0,0,0
2836,modi was,modi as,so modi,modi,0
2837,boycott bjp,bjp maza,must boycott,bjp,0
2838,washing feet,sanitation workers,licking feet,of sanitation,0
2839,mahasabha felicitated,hindu mahasabha,mahasabha,the hindu,gandhi
2840,0,0,0,0,0
2841,backed pakistan,0,0,0,0
2842,ban drugs,modi sarkar,sarkar should,0,0
2843,assam government,of assam,assam,0,0
2844,rx drugs,0,0,0,0
2845,0,0,0,0,0
2846,0,0,0,0,0
2847,lands wasted,land wasted,0,0,0
2848,pappu poop,0,0,0,0
2849,will ban,ban in,to ban,ban,ban your
2850,karachi bakery,targeting karachi,0,0,0
2851,udit tyagi,0,0,0,0
2852,gandhifamily has,gandhifamily,to nationalwarmemorial,for gandhifamily,0
2853,0,0,0,0,0
2854,scam rafale,rafale issue,bofors scam,0,0
2855,suppressed nationalism,nationalism,0,0,0
2856,0,0,0,0,0
2857,will modi,0,0,0,0
2858,0,0,0,0,0
2859,gst modi,manmohan wanted,0,0,0
2860,0,0,0,0,0
2861,pakistanâ terrorists,terrorists clean,0,0,0
2862,iafstrikes translated,rss indiastrikespakistan,indiastrikespakistan,translated anger,indiastrikespakistan https
2863,indian media,0,0,0,0
2864,surgical strike,0,0,0,0
2865,in kashmir,quoting gandhi,kashmir,kashmir can,0
2866,written namo,namo will,0,0,0
2867,blamed mamata,blamed bjp,gauravdutt mamatabanerjee,0,0
2868,0,0,0,0,0
2869,pandey_indrani ameytirodkar,0,0,0,0
2870,which corbyn,corbyn,corbyn sidekick,0,0
2871,pakistani is,pakistani,0,0,0
2872,balakot village,the balakot,of balakot,balakot,balakot its
2873,balakot chakoti,paki misadventures,paki,chakoti muzaffarabad,for paki
2874,indiastrikespakistan news,rahul tweeted,0,0,0
2875,surprised ocasio,ocasio cortez,0,0,0
2876,0,0,0,0,0
2877,0,0,0,0,0
2878,iaf_mcc indiannavy,defenceminindia iaf_mcc,iaf strikes,0,0
2879,0,0,0,0,0
2880,do demorats,0,0,0,0
2881,0,0,0,0,0
2882,modi war,0,0,0,0
2883,urged indians,0,0,0,0
2884,indiastrikespakistan pm,0,0,0,0
2885,0,0,0,0,0
2886,0,0,0,0,0
2887,modi wag,politics surgicalstrike2,0,0,0
2888,india vote,0,0,0,0
2889,since indiraâ,indiraâ death,india lost,india did,indiraâ
2890,pakistan the,pakistan,0,0,0
2891,attack india,these jihaadis,0,0,0
2892,of namo,namo always,namo,0,0
2893,will pappu,pappu be,pappu,0,0
2894,narendra modi,0,0,0,0
2895,balakot strikes,indian politics,0,0,0
2896,jfk ðÿ,churchill ðÿ,gandhi ðÿ,0,0
2897,0,0,0,0,0
2898,jaihind indiastrikesback,indiastrikesback,indians feel,our indiansoldiers,jaijawan jaihind
2899,bjp,the bjp,bjp government,protest,0
2900,president rahulgandhi,0,0,0,0
2901,0,0,0,0,0
2902,modi censored,journalist ram,0,0,0
2903,0,0,0,0,0
2904,surgical strike,surgical strikes,0,0,0
2905,indian war,0,0,0,0
2906,anti national,0,0,0,0
2907,defeat pakistan,pakistan will,indian aggression,0,0
2908,gaddafi,gaddafi was,0,0,0
2909,article 356,congress misuses,destroying institutions,0,0
2910,pe sonia,sonia gandhi,gandhi is,gandhi,0
2911,infants protection,infants born,abortion,0,0
2912,peace prize,gandhi peace,attending gandhi,0,0
2913,naman martyred,guru shat,pakistan,0,0
2914,india want,mode indian,0,0,0
2915,0,0,0,0,0
2916,0,0,0,0,0
2917,0,0,0,0,0
2918,capt_amarinder punjab,punjab,punjab ka,ka captain,0
2919,dangerous modi,kolkata police,0,0,0
2920,0,0,0,0,0
2921,0,0,0,0,0
2922,pm modi,modi,modi is,jai hind,airforce jai
2923,bombs pakistan,0,0,0,0
2924,blind mahatma,world blind,mahatma gandhi,an eye,eye only
2925,0,0,0,0,0
2926,modi directed,modi,0,0,0
2927,memorial darjeeling,narendramodi inaugurated,darjeeling gorkhaland,war memorial,0
2928,pak iaf,0,0,0,0
2929,0,0,0,0,0
2930,0,0,0,0,0
2931,balakot attack,about balakot,balakot,0,0
2932,india traders,crore traders,bjp4india,rajnathsingh bjp4india,bjp4india bjp4delhi
2933,0,0,0,0,0
2934,ajit doval,0,0,0,0
2935,mehbooba is,mehbooba,like mehbooba,0,0
2936,0,0,0,0,0
2937,indians contempt,contempt indiastrikes,0,0,0
2938,gandhi is,rahul gandhi,gandhi,is smarter,0
2939,bjp election,wahan bjp,bjp,0,0
2940,terrorists thoko,indiastrikespakistan rahulgandhi,indiastrikespakistan,0,0
2941,rr resigns,doj subpoena,0,0,0
2942,0,0,0,0,0
2943,modi airstrikes,0,0,0,0
2944,indiaâ soldiers,indiaâ bravehearts,indiaâ pride,war memorial,0
2945,0,0,0,0,0
2946,abortion survivors,0,0,0,0
2947,mandir replaced,bjp modi,with bjp,0,0
2948,0,0,0,0,0
2949,difference modi,0,0,0,0
2950,background checks,0,0,0,0
2951,air strike,modi was,0,0,0
2952,air strikes,0,0,0,0
2953,0,0,0,0,0
2954,pakistan conflict,pakistan about,denuclearize pakistan,0,0
2955,blamed modi,pro modi,modi,to modi,modi phulwana
2956,0,0,0,0,0
2957,emojis rahul,gandhi reacts,rahul gandhi,rahul,pakistan words
2958,strike bjp,balakot air,bjptracker,on balakot,theprintâ bjptracker
2959,strike mirage,surgical strike,0,0,0
2960,cohen testifying,evidence cohen,corroborating evidence,testifying before,about corroboration
2961,loc balakote,balakot,balakote and,kashmir,of kashmir
2962,ahmad barelvi,0,0,0,0
2963,officer joshi,0,0,0,0
2964,air strike,another strike,0,0,0
2965,modi was,india attacked,pm modi,modi,0
2966,pakistani territory,of pakistanarmy,pakistanarmy,pakistan,pakistanarmy will
2967,nationalist fools,0,0,0,0
2968,0,0,0,0,0
2969,indian press,0,0,0,0
2970,india hypocrite,0,0,0,0
2971,pak is,pak,0,0,0
2972,unrest northeastwelcomesrahulgandhi,bjp,strikes unrest,0,0
2973,cp rahulgandhi,loksabha elections,bjp shivsena,of bjp,forthcoming loksabha
2974,0,0,0,0,0
2975,such bombing,0,0,0,0
2976,promises bjp,bjp delivers,nationalwarmemorial congress,bjp,0
2977,air strikes,0,0,0,0
2978,rss congratulates,congratulates iaf,0,0,0
2979,tceq are,tceq fails,but tceq,polluters accountable,0
2980,modi govt,0,0,0,0
2981,alive bill,dems block,0,0,0
2982,bombed balakot,0,0,0,0
2983,modi sarkar,namo bjp_à,modifailsnationalsecurity,modifailsnationalsecurity the,0
2984,terror govt,terrorism ¾à,0,0,0
2985,indian flag,0,0,0,0
2986,sex trafficking,trafficking,0,0,0
2987,pmoindia bjp4india,bjp4india,0,0,0
2988,ryt modi,being_humor kejri,kejri is,pakistan sarji,0
2989,0,0,0,0,0
2990,0,0,0,0,0
2991,kg bomb,0,0,0,0
2992,surgicalstrike2 hows,surgical strike2,surgicalstrike2,army surgical,0
2993,soaring measles,measles cases,measles,0,0
2994,mahagathbandhan whatsapp,fake chat,whatsapp,chat screenshots,whatsapp group
2995,0,0,0,0,0
2996,indira gandhi,indira,gandhi speaking,gandhi,bangladesh war
2997,rahulkabaapchorhai this,rahulkabaapchorhai,corruption,corruption managed,0
2998,0,0,0,0,0
2999,ban night,night gst,night indiastrikesback,gst night,strike night
3000,india want,mode indian,0,0,0
3001,climate hearings,climateweek,climateweek in,itâ climateweek,0
3002,aam_nationalist,begging congress,0,0,0
3003,0,0,0,0,0
3004,surgicalstrike2 kejriwal,kejriwal is,0,0,0
3005,0,0,0,0,0
3006,0,0,0,0,0
3007,slavery are,slavery today,0,0,0
3008,hindu girl,ruled haryana,haryana,haryana very,of bjp
3009,indian celebrities,ambani wedding,0,0,0
3010,0,0,0,0,0
3011,criticizing modi,govern misgovern,0,0,0
3012,narendramodi indiatoday,indiatoday narendramodi_in,jana gana,0,0
3013,pulwama terror,indiastrikespakistan,indiastrikespakistan prime,avenge pulwama,pulwama
3014,congress lindseygrahamsc,lindseygrahamsc has,0,0,0
3015,hindustaan zindabaad,pakistan murdabaad,zindabaad pakistan,terrorists hindustaan,zindabaad
3016,personnel awake,0,0,0,0
3017,indian aggression,0,0,0,0
3018,hitting pakistan,pakistani terrorists,saw pakistani,pakistan always,pakistani
3019,death penalty,deathpenalty firmly,0,0,0
3020,bjp420party fools,modi are,bjp4india this,0,0
3021,indian strike,failed indian,0,0,0
3022,attacks manollu,sangathi devudu,0,0,0
3023,bombing balakot,balakot india,balakot,pulwama modi,bjp again
3024,dalits were,0,0,0,0
3025,rally veterans,memorial speech,election rally,0,0
3026,modi haters,0,0,0,0
3027,weakening congressâ,senate,congressâ power,the senate,0
3028,no pakpolicy,pakpolicy are,0,0,0
3029,shashi tharoor,tharoor accused,0,0,0
3030,hai tohmumkinhai,modi hai,iafhaitomumkinhai,tohmumkinhai such,iafhaitomumkinhai but
3031,insult india,insulted india,twitter insulted,0,0
3032,0,0,0,0,0
3033,kashmir issue,finally kashmir,0,0,0
3034,india freedom,rss member,that rss,towards britishrs,0
3035,blaming nehru,nehru means,nehru,the bjp,bjp
3036,bjp chucked,after bjp,0,0,0
3037,bjp cadets,coward bjp,cadets are,cadets,0
3038,citizenship amendment,citizenship,0,0,0
3039,diplomacy modi,pakis,pakis without,hit pakis,0
3040,slavery are,slavery today,0,0,0
3041,valpayee bjp,durga,her durga,bjp had,durga the
3042,hindi translation,hindi,0,0,0
3043,0,0,0,0,0
3044,gujarat riots,kashmiri students,riots 2002,playbook kashmiri,riots
3045,of pulwama,0,0,0,0
3046,bjp wants,pulwama we,hindu votes,0,0
3047,0,0,0,0,0
3048,0,0,0,0,0
3049,modi in,modi,0,0,0
3050,on kashmiris,kashmiris,kashmiris is,0,0
3051,particular caste,0,0,0,0
3052,0,0,0,0,0
3053,in assam,assam,assam is,assam by,0
3054,gandhi ji,0,0,0,0
3055,attacked pakistanis,pakistanis in,0,0,0
3056,praising modi,core wallahs,hate modi,0,0
3057,destroy trees,0,0,0,0
3058,karan thaper,commies yadavas,0,0,0
3059,war memorial,memorial of,0,0,0
3060,0,0,0,0,0
3061,rioting today,is rioting,rioting,0,0
3062,modi haters,0,0,0,0
3063,nagpur ideology,imposing nagpur,nagpur,ideology rahulgandhi,0
3064,kejriwal will,surgical strike,0,0,0
3065,targeting rajendra_127,0,0,0,0
3066,tomato strike,on pakistan,pakistan before,pakistan,0
3067,the drugmakers,pharmaceutical executives,drugmakers,0,0
3068,modi failed,failed,vikramadityainc modi,0,0
3069,0,0,0,0,0
3070,brown bears,bears dropped,0,0,0
3071,nehru steal,nehru,pt nehru,0,0
3072,malnutrition,malnutrition this,from malnutrition,overweight,overweight and
3073,indianfailedstrike pakistanairforce,0,0,0,0
3074,loc violations,0,0,0,0
3075,0,0,0,0,0
3076,0,0,0,0,0
3077,indian pilot,rajnath singh,0,0,0
3078,0,0,0,0,0
3079,libtards say,0,0,0,0
3080,falsely accused,0,0,0,0
3081,pope supported,0,0,0,0
3082,airstrikes until,0,0,0,0
3083,supporting terrorism,0,0,0,0
3084,missing rafale,rafale badly,jaihind,nationfirst jaihind,0
3085,0,0,0,0,0
3086,border walls,building border,walls means,congress noborderwall,walls
3087,cooper what,0,0,0,0
3088,0,0,0,0,0
3089,return abhinandanvarthaman,abhinandanvarthaman to,abhinandanvarthaman,0,0
3090,alive pakistabzindabad,salute pakistanairforce,0,0,0
3091,raksha mantri,app raksha,kadi ninda,0,0
3092,0,0,0,0,0
3093,pity indiafirst,0,0,0,0
3094,blackmail imran,imran is,imran,0,0
3095,retweet bjp,sanju verma,0,0,0
3096,indian attack,ashoswai predicted,narendramodi will,0,0
3097,0,0,0,0,0
3098,4yrs modi,modi hasnâ,modi,0,0
3099,india hatred,modi hatred,0,0,0
3100,gandhi fought,indira gandhi,peace war,word peace,0
3101,rahulkanwal indian,rahulkanwal,pakistanarmy pakistanstrikesback,you rahulkanwal,visionary leader
3102,pakis hai,kaha hai,0,0,0
3103,zee news,news wont,0,0,0
3104,pak terror,balakotâ success,modi gov,0,0
3105,0,0,0,0,0
3106,of bjp4india,bjp4india,0,0,0
3107,india rejected,rejected imran,imran khan,loc pakistanarmyzindabad,news india
3108,riots began,feb riots,riots,violence was,0
3109,0,0,0,0,0
3110,0,0,0,0,0
3111,0,0,0,0,0
3112,consensus nonsensus,0,0,0,0
3113,0,0,0,0,0
3114,pak army,kashmir loc,entire pak,0,0
3115,intelligence fail,intelligence failure,0,0,0
3116,kapoorashok25,kapoorashok25 romy1965,indian_girishn _venumadhav_,ram_burdak kapoorashok25,rajeshk42655806 harsubh
3117,pakistan threatening,narendramodi pakistan,blackmailing us,0,0
3118,narendramodi pakistan,0,0,0,0
3119,political objective,narendra modi,0,0,0
3120,khan reaction,modi reaction,vs imran,0,0
3121,pulwamaattack pm,capture pm,0,0,0
3122,modi means,modi,them modi,modi continuous,0
3123,0,0,0,0,0
3124,indian opposition,will opposition,pakistan quoting,pakistan or,opposition parties
3125,dastardly pulwama,rahul gandhi,opposition meeting,pulwama attack,0
3126,targeted terror,we targeted,targeted our,0,0
3127,pakistan wants,nor pakistan,0,0,0
3128,pakistan retaliated,unfortunately abhinandan,abhinandan was,0,0
3129,lying cohen,testify,0,0,0
3130,sangh family,0,0,0,0
3131,0,0,0,0,0
3132,paki lectures,0,0,0,0
3133,0,0,0,0,0
3134,modi govt,0,0,0,0
3135,hate pakistan,pakistan more,support modi,0,0
3136,ns mns,0,0,0,0
3137,crore jobs,unemployed youth,0,0,0
3138,0,0,0,0,0
3139,modi wants,modi,0,0,0
3140,paul gosar,0,0,0,0
3141,bjp home,by bjp,bjp,0,0
3142,0,0,0,0,0
3143,0,0,0,0,0
3144,secure microphone,microphone,0,0,0
3145,pulwama victim,of pulwama,pulwama,0,0
3146,worst congress,0,0,0,0
3147,terroristsâ religious,indians traitors,terroristsâ,0,0
3148,0,0,0,0,0
3149,0,0,0,0,0
3150,release hypocrisy,0,0,0,0
3151,mob lawyer,0,0,0,0
3152,0,0,0,0,0
3153,bhagavan krishna,arjuna in,fought bhagavan,arjuna,to arjuna
3154,pakistanairforceourpride wingcommanderabhinandan,nationstandswithpakforces pakistanstrikesback,pakistanairforceourpride,pakistanarmyzindabad pakistanairforceourpride,pakistanstrikesback pakistanarmyzindabad
3155,offended gymjordan,gymjordan is,gymjordan,0,0
3156,0,0,0,0,0
3157,bjp4india bjpsamvad,bjp4india,bjpsamvad bjp4maharashtra,bjp4maharashtra,0
3158,home minister,minister is,in bjp,0,0
3159,pakistan how,narendramodi,the narendramodi,narendramodi high,imrankhanpti ked
3160,ghanaian students,cancels scholarships,scholarships of,000 ghanaian,scholarships
3161,pakistan stands,pakistan,pakistan zindabad,mongers pakistan,0
3162,pulwamaterrorattack pakistan,indiastrikespakistan pulwamaterrorattack,indiastrikespakistan,0,0
3163,pakistan airspace,violated pakistan,modi hatred,0,0
3164,escalation india,war escalation,0,0,0
3165,narender modi,plunge india,modi,down modi,modi is
3166,0,0,0,0,0
3167,stamp wapasi,modi stamp,0,0,0
3168,nationfirst balakot,balakot,0,0,0
3169,0,0,0,0,0
3170,nda was,chilling no,chilling,the nda,nda
3171,gandhi ji,gandhi,0,0,0
3172,mahatma gandhi,gandhi was,gandhi,0,0
3173,0,0,0,0,0
3174,0,0,0,0,0
3175,teenager terrorist,are terrorist,terrorist,terrorist and,0
3176,country hain,0,0,0,0
3177,live liar,0,0,0,0
3178,cohen hit,cohen,0,0,0
3179,0,0,0,0,0
3180,imrankhan,imrankhan despite,0,0,0
3181,imran khan,pakistan are,0,0,0
3182,pakistan should,pakistanstrikesback pulwama,without pakistan,pakistan firing,pakistanstrikesback
3183,congress pass,medicareforall,medicareforall has,0,0
3184,rico constitution,0,0,0,0
3185,0,0,0,0,0
3186,0,0,0,0,0
3187,nehru khan,nehru,betraying bharat,kashmir and,prosper nehru
3188,cohen is,cohen,0,0,0
3189,that bjp,0,0,0,0
3190,bomb pakistani,pakistan today,what pakistan,0,0
3191,telangana now,to telangana,0,0,0
3192,india attack,0,0,0,0
3193,pak and,both pak,0,0,0
3194,someone testifying,testifying,cohenâ credibility,testifying here,0
3195,data leaking,databreach is,databreach,0,0
3196,congratulations narendramodi,0,0,0,0
3197,0,0,0,0,0
3198,0,0,0,0,0
3199,0,0,0,0,0
3200,0,0,0,0,0
3201,0,0,0,0,0
3202,war ðÿ,indiaðÿ ðÿ,ðÿ war,pak ðÿ,âœ indiaðÿ
3203,0,0,0,0,0
3204,are angry,0,0,0,0
3205,ambani video,0,0,0,0
3206,russia should,0,0,0,0
3207,article 370,article 35a,0,0,0
3208,0,0,0,0,0
3209,witness dems,0,0,0,0
3210,russian narrative,0,0,0,0
3211,nda work,nda generally,nda,of nda,0
3212,0,0,0,0,0
3213,thejaggi india_policy,india_policy,india_policy rajeevsrinivasa,0,0
3214,mig 21,0,0,0,0
3215,0,0,0,0,0
3216,india_policy rajeevsrinivasa,0,0,0,0
3217,ask bjp,pulwama no,0,0,0
3218,0,0,0,0,0
3219,0,0,0,0,0
3220,war bjp,declared war,bjp has,war indian,0
3221,0,0,0,0,0
3222,cohen apologizes,0,0,0,0
3223,reject bjp,thelogicalvoters bjp_à,bjp,bjp in,bjp_à
3224,0,0,0,0,0
3225,terrorist pmoindia,pakistan the,real terrorist,0,0
3226,0,0,0,0,0
3227,0,0,0,0,0
3228,air strikes,indiaâ air,0,0,0
3229,0,0,0,0,0
3230,we crossed,crossed times,0,0,0
3231,congressional reform,pension congressman,0,0,0
3232,media pakistan,banning twitter,0,0,0
3233,modi sarkar,accountable pakiatanindia,sarkar who,sarkar,0
3234,harassing jammu,jammu youth,jammu pulwamaattack,jammu,0
3235,pak shouldn,gandhi pak,indira gandhi,indira,0
3236,indiaâ crude,reducing indiaâ,oil imports,crude oil,0
3237,pak army,pak,0,0,0
3238,you indicted,indicted,indicted and,0,0
3239,saynotowar pakindia,modi saynotowar,wants war,pakindia,0
3240,indians narendra,narendra modi,modi saynotomodi,fooled indians,0
3241,announced witness,0,0,0,0
3242,fake handle,of namo,namo,0,0
3243,congress repraskin,0,0,0,0
3244,lair,lair don,0,0,0
3245,captured india,kashmiri congress,0,0,0
3246,paki provocation,to paki,paki,0,0
3247,cohen shames,claims cohen,0,0,0
3248,gaelicfootballshow ep4,gaelicfootballshow,the gaelicfootballshow,galway_gaa,galway_gaa use
3249,ilhan omar,0,0,0,0
3250,pakistan hates,pm narendramodi,0,0,0
3251,cohen lied,0,0,0,0
3252,0,0,0,0,0
3253,politicising pulwama,pulwama attack,accuse bjp,pulwama,bjp
3254,0,0,0,0,0
3255,0,0,0,0,0
3256,cohen is,cohen,0,0,0
3257,0,0,0,0,0
3258,the trial,0,0,0,0
3259,bjp ysrcparty,mp resigned,against bjp,vsreddy_mp bjp4andhra,bjp4andhra
3260,india understand,0,0,0,0
3261,0,0,0,0,0
3262,0,0,0,0,0
3263,of progressivism,progressivism,progressivism that,0,0
3264,hate bjp,bjp,bjp for,0,0
3265,narendra modi,am loser,loser am,user narendra,0
3266,pakistan retaliating,pakistan why,is pakistan,india hit,0
3267,0,0,0,0,0
3268,rafale bringbackabhinandan,abhinandan fiasco,0,0,0
3269,perjury is,is perjury,perjury,rico crimes,perjury conspiring
3270,breitbartnews islam,breitbartnews,0,0,0
3271,congressmah raskin,0,0,0,0
3272,congress fail,0,0,0,0
3273,reporting kapil,delhi police,0,0,0
3274,0,0,0,0,0
3275,bomb pakistan,0,0,0,0
3276,pakistani terrorist,terrorist pmoindia,indiastrikespakistan narendramodijindabad,of pakistani,pakistani
3277,cohen guilty,0,0,0,0
3278,pakistan line,called terroristâ,terroristâ ahh,0,0
3279,news indian,indian media,pakistani dgispr,0,0
3280,pakfakeclaim bringbackabhinandan,nationfirst pakfakeclaim,officer ramesh_bjp,indian airspace,ramesh_bjp narendramodi
3281,meets bubba,gentle bubba,bubba,bubba new,0
3282,modi chipakproxy,chipak agenda,oppose pm,0,0
3283,0,0,0,0,0
3284,0,0,0,0,0
3285,0,0,0,0,0
3286,mig 21,mig,0,0,0
3287,iaf abhinandan,bjp bringbackabhinandan,bilaspur chhattisgarh,bilaspur today,bilaspur
3288,0,0,0,0,0
3289,pulwama attack,0,0,0,0
3290,sikh killed,sikhs,because sikh,sikhs in,15000 sikhs
3291,0,0,0,0,0
3292,0,0,0,0,0
3293,0,0,0,0,0
3294,pokemon livestream,0,0,0,0
3295,refused ikâ,0,0,0,0
3296,0,0,0,0,0
3297,panic pakistan,wipe pakistan,pakistan off,0,0
3298,hate india,hate namo,0,0,0
3299,0,0,0,0,0
3300,modi cuts,0,0,0,0
3301,0,0,0,0,0
3302,0,0,0,0,0
3303,congress cohencongressionaltestimony,stupid cohen,cohentestimony,cohen was,cohen
3304,indian opposition,opposition indiastrikespakistan,will opposition,pakistan quoting,0
3305,0,0,0,0,0
3306,cohen lied,0,0,0,0
3307,issue pakistan,0,0,0,0
3308,mig 21,mig 21s,the mig,0,0
3309,0,0,0,0,0
3310,younger cohenhearing,grill cohen,0,0,0
3311,of kashmiris,0,0,0,0
3312,modi ji,0,0,0,0
3313,modi misjudged,modi,0,0,0
3314,ban rs,2000 note,rs 2000,0,0
3315,nascarchuck336,nascarchuck336 pllmyfnger,0,0,0
3316,bird tickets,0,0,0,0
3317,passive war,0,0,0,0
3318,0,0,0,0,0
3319,0,0,0,0,0
3320,feku failures,0,0,0,0
3321,on kashmir,bombing,kashmir,0,0
3322,cohen testimony,0,0,0,0
3323,mig 21,congratulated iaf,0,0,0
3324,imran khan,0,0,0,0
3325,0,0,0,0,0
3326,benefit bjp,seculars are,0,0,0
3327,welcomed modi,promises gobackmodi,0,0,0
3328,requesting modi,0,0,0,0
3329,0,0,0,0,0
3330,modi,0,0,0,0
3331,modi ji,narendramodi ji,ji name,0,0
3332,pakistan uninvited,modi went,0,0,0
3333,surgical strike,0,0,0,0
3334,not pakistan,india fight,0,0,0
3335,imran had,pressure pakistan,imran,0,0
3336,masood azhar,0,0,0,0
3337,threatened pakistan,pakistan on,0,0,0
3338,nehru and,nehru,bot nehru,khandhan hates,gandhi we
3339,0,0,0,0,0
3340,0,0,0,0,0
3341,witness tampering,0,0,0,0
3342,of measles,measles,measles we,0,0
3343,0,0,0,0,0
3344,muraliks_11 ttsbalakrishnan,0,0,0,0
3345,pakistan army,pakistan modi,india lost,imran khan,by pakistan
3346,0,0,0,0,0
3347,indiafreesabhinandan pakistan,pakistan,pakistan is,indiafreesabhinandan,0
3348,ceremony modi,modi went,0,0,0
3349,modi is,shit letbettersenseprevail,modi,letbettersenseprevail,0
3350,0,0,0,0,0
3351,failed chaiwala,chaiwala will,chaiwala,shatrugansinha narendramodi,shatrugansinha ji
3352,liberals stone,stone pelters,terrorists liberals,jawans liberals,0
3353,blames indian,pulwama attack,0,0,0
3354,modi have,does modi,0,0,0
3355,convict manafort,0,0,0,0
3356,indian media,media terrorists,0,0,0
3357,mission was,0,0,0,0
3358,balakot bombing,bombing imran,modi balakot,angry india,liberals pulwama
3359,abhinandanmyhero salute,on pakistan,back abhinandanmyhero,pakistan to,welcomebackabhinandan
3360,congress weakened,0,0,0,0
3361,0,0,0,0,0
3362,modi ji,0,0,0,0
3363,0,0,0,0,0
3364,economist rajdeep,0,0,0,0
3365,pakistani pimps,0,0,0,0
3366,help bjp,bjp makes,bjp,the bjp,bjp win
3367,pm narendramodi,indian politics,shouldnâ politicize,0,0
3368,gandhi vs,rahulgandhi difference,rahul gandhi,rafale scam,rahulgandhi
3369,pakistan pm,imran khan,narendramodi mohamedbinzayed,narendra modi,mohamed bin
3370,0,0,0,0,0
3371,sonam kapoor,bollywood call,kapoor the,kapoor,called wingcommandarabhinandan
3372,gujarat massacre,with gujarat,gujarat,modi,modi with
3373,0,0,0,0,0
3374,fix dkshivakumar,0,0,0,0
3375,0,0,0,0,0
3376,mahagathbandhan gang,0,0,0,0
3377,modi plays,0,0,0,0
3378,0,0,0,0,0
3379,kashmir will,ayega jammu,islami sabka,jamaat islami,0
3380,bjp sad,0,0,0,0
3381,lawyer kapil,0,0,0,0
3382,0,0,0,0,0
3383,imran khan,modiji bjp,insult modiji,0,0
3384,india retaliates,peace pakistan,pakistan is,0,0
3385,karachi pakis,sindh as,sindh,sindh might,and sindh
3386,pakistan kudos,0,0,0,0
3387,terrorist died,0,0,0,0
3388,indian democracy,modi govt,why modi,modi is,notowar indian
3389,sarabjeet singh,singh who,leader modi,singh,0
3390,pushing gandhi,gandhi as,gandhi,india gandhi,0
3391,why bjp,bjp,kashmiri fidayeen,kashmiri,first kashmiri
3392,against war,0,0,0,0
3393,release genevaconvention,0,0,0,0
3394,bjp has,kashmir again,bjp,0,0
3395,sro 202,0,0,0,0
3396,narendramodi bjp4india,bjp4india why,bjp4india,0,0
3397,0,0,0,0,0
3398,abhinandan to,pakistan is,releasing abhinandan,abhinandan,pakistan
3399,0,0,0,0,0
3400,unsubstantiated allegations,liar was,0,0,0
3401,bole kya,kya bole,kare kya,mumkin hai,kya modi
3402,0,0,0,0,0
3403,lakh retweets,retweets and,million retweets,retweets,kathua has
3404,0,0,0,0,0
3405,rahul to,need rahul,rahul,0,0
3406,0,0,0,0,0
3407,modi ji,0,0,0,0
3408,congress courage,courage is,courage,0,0
3409,adolf modi,0,0,0,0
3410,bharat was,0,0,0,0
3411,0,0,0,0,0
3412,defeat bjp,arogent bjp,bjp so,bjp,0
3413,rafale chowkidar,chor hai,nautanki over,hai,to rafale
3414,0,0,0,0,0
3415,are madrasa,madrasa,rss school,jihadis,madrasa products
3416,thanking pakistan,0,0,0,0
3417,dear liberals,0,0,0,0
3418,strike kodiyeri,0,0,0,0
3419,child poverty,poverty target,0,0,0
3420,condemning terror,terror acts,sponsoring terror,0,0
3421,peace balochistanisnotpakistan,balochistan indians,balochistan,pak army,balochistanisnotpakistan
3422,bjp bakths,these bjp,abhinandan as,declare abhinandan,0
3423,strike bjp4india,abhinandanmyhero,welcomebackabhinandan abhinandanmyhero,abhinandanmyhero and,bjp4india and
3424,0,0,0,0,0
3425,0,0,0,0,0
3426,0,0,0,0,0
3427,bjp and,the bjp,bjp,0,0
3428,gujarat since,in gujarat,gujarat,narendra modi,0
3429,soldiers bjp,bjp4india agree,0,0,0
3430,0,0,0,0,0
3431,congressional testimony,veracity of,0,0,0
3432,jamaat islami,mujahideen hurriyat,hizbul mujahideen,islami is,islami
3433,0,0,0,0,0
3434,putin dials,russiaâ,russiaâ putin,0,0
3435,bjp would,0,0,0,0
3436,indian govt,0,0,0,0
3437,varthaman back,abhinandan varthaman,varthaman,0,0
3438,modiâ dangerous,pakistan should,0,0,0
3439,poor indianâ,0,0,0,0
3440,jihadi duryodhans,0,0,0,0
3441,0,0,0,0,0
3442,jawans martyrd,modi shah,55 jawans,0,0
3443,bjp overdoing,confident bjp,bjp,0,0
3444,0,0,0,0,0
3445,pakistani terrorists,0,0,0,0
3446,it nervousness,nervousness,calling modi,nervousness of,modi
3447,stupidity congress,0,0,0,0
3448,0,0,0,0,0
3449,0,0,0,0,0
3450,pakistani premier,imrankhanpti won,premier imrankhanpti,0,0
3451,0,0,0,0,0
3452,0,0,0,0,0
3453,pakistan mehboobamufti,0,0,0,0
3454,killing palestinians,kashmir just,0,0,0
3455,destroys pakistan,pakistan forever,0,0,0
3456,imp abhinandanvarthaman,abhinandanvarthaman,terrorists gps,0,0
3457,0,0,0,0,0
3458,govt northeastwelcomesrahulgandhi,of bjp,bjp is,failed govt,bjp
3459,want war,pakistan acts,region pakistan,0,0
3460,0,0,0,0,0
